潮汕,#genre#
CCTV14,http://wh.bh3bbb.com:40000/rtp/239.253.230.238:8000
CCTV15,http://wh.bh3bbb.com:40000/rtp/239.253.230.16:8000
CCTV17,http://wh.bh3bbb.com:40000/rtp/239.253.230.168:8000
CGTV,http://wh.bh3bbb.com:40000/rtp/239.253.230.17:8000
CETV1,http://wh.bh3bbb.com:40000/rtp/239.253.230.110:8000
CETV2,http://wh.bh3bbb.com:40000/rtp/239.253.230.107:8000
CETV4,http://wh.bh3bbb.com:40000/rtp/239.253.230.108:8000
CCTV-1,http://php.jdshipin.com:8880/PLTV/hnyd.php?id=00000001000000060000000000000131
CCTV-2,http://php.jdshipin.com:8880/PLTV/hnyd.php?id=00000001000000060000000000000372
CCTV-4,http://php.jdshipin.com:8880/PLTV/hnyd.php?id=00000001000000060000000000000485
CCTV-5,http://php.jdshipin.com:8880/PLTV/hnyd.php?id=00000001000000060000000000000376
CCTV-5+,http://php.jdshipin.com:8880/PLTV/hnyd.php?id=00000001000000060000000000000132
CCTV-7,http://php.jdshipin.com:8880/PLTV/hnyd.php?id=00000001000000060000000000000380
CCTV-9,http://php.jdshipin.com:8880/PLTV/hnyd.php?id=00000001000000060000000000000373
CCTV-10,http://php.jdshipin.com:8880/PLTV/hnyd.php?id=00000001000000060000000000000375
CCTV-11,http://php.jdshipin.com:8880/PLTV/hnyd.php?id=00000001000000060000000000000497
CCTV-12,http://php.jdshipin.com:8880/PLTV/hnyd.php?id=00000001000000060000000000000377
CCTV-13,http://php.jdshipin.com:8880/PLTV/hnyd.php?id=00000001000000060000000000000516
CCTV-14,http://php.jdshipin.com:8880/PLTV/hnyd.php?id=00000001000000060000000000000378
CCTV-15,http://php.jdshipin.com:8880/PLTV/hnyd.php?id=00000001000000060000000000000501
CCTV-17,http://php.jdshipin.com:8880/PLTV/hnyd.php?id=00000001000000060000000000000494
CCTV1,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000131/index.m3u8?IAS
CCTV1,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000131/index.m3u8?IAS
CCTV1,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000296/index.m3u8?IAS
CCTV1,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000131/index.m3u8?IAS
CCTV1,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000296/index.m3u8?IAS
CCTV1,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000296/index.m3u8?IAS
CCTV1,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000296/index.m3u8?IAS
CCTV1,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000131/index.m3u8?IAS
CCTV2,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000297/index.m3u8?IAS
CCTV2,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000372/index.m3u8?IAS
CCTV2,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000297/index.m3u8?IAS
CCTV2,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000297/index.m3u8?IAS
CCTV2,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000297/index.m3u8?IAS
CCTV2,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000372/index.m3u8?IAS
CCTV2,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000372/index.m3u8?IAS
CCTV2,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000372/index.m3u8?IAS
CCTV4,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000485/index.m3u8?IAS
CCTV4,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000298/index.m3u8?IAS
CCTV4,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000485/index.m3u8?IAS
CCTV4,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000485/index.m3u8?IAS
CCTV4,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000298/index.m3u8?IAS
CCTV4,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000485/index.m3u8?IAS
CCTV4,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000298/index.m3u8?IAS
CCTV4,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000298/index.m3u8?IAS
CCTV5+,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000132/index.m3u8?IAS
CCTV5+,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000461/index.m3u8?IAS
CCTV5+,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000083/index.m3u8?IAS
CCTV7,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000299/index.m3u8?IAS
CCTV7,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000380/index.m3u8?IAS
CCTV7,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000299/index.m3u8?IAS
CCTV7,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000380/index.m3u8?IAS
CCTV7,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000299/index.m3u8?IAS
CCTV7,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000299/index.m3u8?IAS
